feast_id,image_path,license,credit,source,kind,tag,title,era,by
FF-0043,icons/permission/legacy-icons/feasts/FF-0043-resurrection-of-lazarus-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/resurrection-of-lazarus-xiic-icon-f172/,shop,Available to order,Resurrection of Lazarus,12th c.,Legacy Icons
FF-0043,icons/permission/legacy-icons/feasts/FF-0043-resurrection-of-lazarus-icon-f173.jpg,Permission:legacy-icons,,https://legacyicons.com/resurrection-of-lazarus-sinai-icon-f173/,shop,Available to order,Resurrection of Lazarus (Sinai),,Legacy Icons
FF-0001,icons/permission/legacy-icons/feasts/FF-0001-harrowing-of-hades-resurrection-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/harrowing-of-hades-chora-resurrection-icon-f138/,shop,Available to order,Harrowing of Hades (Chora) Resurrection,,Legacy Icons
FF-0001,icons/permission/legacy-icons/feasts/FF-0001-harrowing-of-hades-resurrection-icon-f211.jpg,Permission:legacy-icons,,https://legacyicons.com/harrowing-of-hades-xxic-resurrection-icon-f211/,shop,Available to order,Harrowing of Hades Resurrection,21st c.,Legacy Icons
FF-0001,icons/permission/legacy-icons/feasts/FF-0001-harrowing-of-hades-resurrection-icon-f137.jpg,Permission:legacy-icons,,https://legacyicons.com/harrowing-of-hades-xvc-resurrection-icon-f137/,shop,Available to order,Harrowing of Hades Resurrection,15th c.,Legacy Icons
FF-0001,icons/permission/legacy-icons/feasts/FF-0001-harrowing-of-hades-resurrection-icon-f140.jpg,Permission:legacy-icons,,https://legacyicons.com/harrowing-of-hades-xiiic-resurrection-icon-f140/,shop,Available to order,Harrowing of Hades Resurrection,13th c.,Legacy Icons
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-descent-from-the-cross-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/descent-from-the-cross-xxic-icon-f294/,shop,Available to order,Descent from the Cross,21st c.,Legacy Icons
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-descent-from-the-cross-icon-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/descent-from-the-cross-icon-whirledge-icon-f423/,shop,Available to order,Descent from the Cross Icon,,Whirledge
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-christ-crucified-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/christ-crucified-with-saints-icon-f114/,shop,Available to order,Christ Crucified (With Saints),,Legacy Icons
FF-0054,icons/permission/legacy-icons/feasts/FF-0054-the-myrrh-bearers-at-the-tomb-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/the-myrrh-bearers-at-the-tomb-xvic-icon-f314/,shop,Available to order,The Myrrh-bearers at the Tomb,16th c.,Legacy Icons
FF-0054,icons/permission/legacy-icons/feasts/FF-0054-the-myrrh-bearers-at-the-tomb-icon-f226.jpg,Permission:legacy-icons,,https://legacyicons.com/the-myrrh-bearers-at-the-tomb-icon-f226/,shop,Available to order,The Myrrh-bearers at the Tomb,,Legacy Icons
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-crucifixion-of-christ-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/crucifixion-of-christ-sinai-icon-f190/,shop,Available to order,Crucifixion of Christ (Sinai),,Legacy Icons
FF-0047,icons/permission/legacy-icons/feasts/FF-0047-washing-of-the-feet-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/washing-of-the-feet-athos-icon-f236/,shop,Available to order,Washing of the Feet (Athos),,Legacy Icons
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-crucifixion-of-christ-icon-f122.jpg,Permission:legacy-icons,,https://legacyicons.com/crucifixion-of-christ-mosaic-icon-f122/,shop,Available to order,Crucifixion of Christ (Mosaic),,Legacy Icons
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-the-mockery-of-christ-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/the-mockery-of-christ-athos-icon-f235/,shop,Available to order,The Mockery of Christ (Athos),,Legacy Icons
FF-0049,icons/permission/legacy-icons/feasts/FF-0049-burial-of-christ-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/burial-of-christ-xivc-icon-f133/,shop,Available to order,Burial of Christ,14th c.,Legacy Icons
FF-0049,icons/permission/legacy-icons/feasts/FF-0049-do-not-weep-for-me-mother-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/do-not-weep-for-me-mother-icon-f207/,shop,Available to order,"Do Not Weep For Me, Mother",,Legacy Icons
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-crucifixion-with-scenes-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/crucifixion-with-scenes-icon-f124/,shop,Available to order,Crucifixion with Scenes,,Legacy Icons
FF-0047,icons/permission/legacy-icons/feasts/FF-0047-the-washing-of-the-feet-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/the-washing-of-the-feet-whirledge-icon-f421/,shop,Available to order,The Washing of The Feet,,Whirledge
FF-0048,icons/permission/legacy-icons/feasts/FF-0048-arrest-of-christ-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/arrest-of-christ-bamberg-icon-f273/,shop,Available to order,Arrest of Christ (Bamberg),,Legacy Icons
FF-0049,icons/permission/legacy-icons/feasts/FF-0049-lamentation-at-the-tomb-icon-icon.jpg,Permission:legacy-icons,,https://legacyicons.com/lamentation-at-the-tomb-icon-whirledge-icon-f424/,shop,Available to order,Lamentation At The Tomb Icon,,Whirledge
