saint_id,image_path,license,credit,source
OS-0650,icons/permission/legacy-icons/OS-0650.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-martinian-of-caesarea-athos-icon-s280/
OS-1039,icons/permission/legacy-icons/OS-1039.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-theodore-of-sykeon-athos-icon-s512/
OS-0376,icons/permission/legacy-icons/OS-0376.jpg,Permission:legacy-icons,,https://legacyicons.com/sylvester-of-rome-athos-icon-s311/
OS-2984,icons/permission/legacy-icons/OS-2984.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-dymphna-of-gheel-xxic-icon-s574/
OS-0148,icons/permission/legacy-icons/OS-0148.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-phoebe-the-deaconess-icon-s579/
OS-2563,icons/permission/legacy-icons/OS-2563.jpg,Permission:legacy-icons,,https://legacyicons.com/righteous-esther-icon-s548/
OS-2355,icons/permission/legacy-icons/OS-2355.jpg,Permission:legacy-icons,,https://legacyicons.com/righteous-rebecca-whirledge-icon-s612/
OS-2359,icons/permission/legacy-icons/OS-2359.jpg,Permission:legacy-icons,,https://legacyicons.com/righteous-ruth-whirledge-icon-s584/
OS-2714,icons/permission/legacy-icons/OS-2714.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-dunstan-of-canterbury-xxic-icon-s575/
OS-2587,icons/permission/legacy-icons/OS-2587.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-sophrony-of-essex-icon-s567/
OS-1564,icons/permission/legacy-icons/OS-1564.jpg,Permission:legacy-icons,,https://legacyicons.com/prophet-ezekiel-koufos-icon-s394/
OS-1563,icons/permission/legacy-icons/OS-1563.jpg,Permission:legacy-icons,,https://legacyicons.com/prophet-and-high-priest-aaron-athos-icon-s288/
OS-2357,icons/permission/legacy-icons/OS-2357.jpg,Permission:legacy-icons,,https://legacyicons.com/prophet-solomon-koufos-icon-s150/
OS-1982,icons/permission/legacy-icons/OS-1982.jpg,Permission:legacy-icons,,https://legacyicons.com/apostle-james-alphaeus-koufos-icon-s628/
OS-2042,icons/permission/legacy-icons/OS-2042.jpg,Permission:legacy-icons,,https://legacyicons.com/prophet-joel-icon-s147/
OS-1508,icons/permission/legacy-icons/OS-1508.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-joseph-of-damascus-icon-s577/
OS-1810,icons/permission/legacy-icons/OS-1810.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-cyprian-of-carthage-icon-s465/
OS-1676,icons/permission/legacy-icons/OS-1676.jpg,Permission:legacy-icons,,https://legacyicons.com/apostle-matthias-clark-icon-s250/
OS-2259,icons/permission/legacy-icons/OS-2259.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-james-the-persian-athos-icon-s282/
OS-0506,icons/permission/legacy-icons/OS-0506.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-agnes-of-rome-davidovskiy-icon-s564/
OS-0777,icons/permission/legacy-icons/OS-0777.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-conon-the-gardener-xixc-icon-s561/
OS-1617,icons/permission/legacy-icons/OS-1617.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-benjamin-of-petrograd-whirledge-icon-s678/
OS-2180,icons/permission/legacy-icons/OS-2180.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-theodore-the-studite-athos-icon-s515/
OS-1942,icons/permission/legacy-icons/OS-1942.jpg,Permission:legacy-icons,,https://legacyicons.com/dionysius-the-areopagite-athos-icon-s322/
OS-2252,icons/permission/legacy-icons/OS-2252.jpg,Permission:legacy-icons,,https://legacyicons.com/peter-of-alexandria-athos-icon-s309/
OS-0150,icons/permission/legacy-icons/OS-0150.jpg,Permission:legacy-icons,,https://legacyicons.com/anthimus-of-nicomedia-athos-icon-s298/
OS-1465,icons/permission/legacy-icons/OS-1465.jpg,Permission:legacy-icons,,https://legacyicons.com/anatolius-of-constantinople-athos-icon-s313/
OS-0424,icons/permission/legacy-icons/OS-0424.jpg,Permission:legacy-icons,,https://legacyicons.com/marcian-of-constantinople-the-presbyter-athos-icon-s296/
OS-2592,icons/permission/legacy-icons/OS-2592.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-gabriel-the-fool-for-christ-whirledge-icon-s598/
OS-1559,icons/permission/legacy-icons/OS-1559.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-maria-of-paris-icon-s576/
OS-2231,icons/permission/legacy-icons/OS-2231.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-cecilia-icon-s578/
OS-1435,icons/permission/legacy-icons/OS-1435.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-joanna-icon-s499/
OS-2251,icons/permission/legacy-icons/OS-2251.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-clement-of-rome-xviic-icon-s364/
OS-1639,icons/permission/legacy-icons/OS-1639.jpg,Permission:legacy-icons,,https://legacyicons.com/seven-sleepers-of-ephesus-athos-icon-s345/
OS-0616,icons/permission/legacy-icons/OS-0616.jpg,Permission:legacy-icons,,https://legacyicons.com/prophet-zechariah-koufos-icon-s402/
OS-1128,icons/permission/legacy-icons/OS-1128.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-john-of-zedazeni-and-his-disciples-icon-s629/
OS-1853,icons/permission/legacy-icons/OS-1853.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-ludmila-of-bohemia-whirledge-icon-s670/
OS-1988,icons/permission/legacy-icons/OS-1988.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-denis-of-paris-whirledge-icon-s661/
OS-0518,icons/permission/legacy-icons/OS-0518.jpg,Permission:legacy-icons,,https://legacyicons.com/clement-of-ancyra-athos-icon-s299/
OS-1147,icons/permission/legacy-icons/OS-1147.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-rastislav-of-moravia-davidovskiy-icon-s537/
OS-2419,icons/permission/legacy-icons/OS-2419.jpg,Permission:legacy-icons,,https://legacyicons.com/saint-theodore-the-branded-athos-icon-s516/
OS-1279,icons/permission/legacy-icons/OS-1279.jpg,Permission:legacy-icons,,https://legacyicons.com/metrophanes-of-constantinople-athos-icon-s316/
OS-1144,icons/permission/legacy-icons/OS-1144.jpg,Permission:legacy-icons,,https://legacyicons.com/mocius-of-amphipolis-athos-icon-s304/
