source_slug,source_name,attribution,homepage,granted,status,terms
oca,Orthodox Church in America,Text used with permission of the Orthodox Church in America (oca.org).,https://www.oca.org,2026-07-30,active,"Text-only grant: lives of the saints (Fr. Kyle Parrott, 2026-07-18) and liturgical texts (Dept. of Liturgical Music and Translations, 2026-07-30). Conditions: attribution to oca.org, and the site stays free with no paywalls or add-on services. Icons NOT granted. See docs/permissions/oca.md"
